DATAFLOW,LAST UPDATE,freq,siec,nrg_cons,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2014-S1,0.1826,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2014-S2,0.1706,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2015-S1,0.1688,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2015-S2,0.1696,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2016-S1,0.1621,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2016-S2,0.1602,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2017-S1,0.147,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2017-S2,0.1513,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2018-S1,0.1546,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2018-S2,0.1595,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2019-S1,0.1732,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2019-S2,0.1822,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2020-S1,0.1923,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2020-S2,0.1889,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2021-S1,0.1867,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2021-S2,0.2292,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2022-S1,0.3949,d,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2022-S2,0.6633,d,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2023-S1,0.3115,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2023-S2,0.3010,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2024-S1,0.2728,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2024-S2,0.2753,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RO,2025-S1,0.2754,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2013-S1,0.1444,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2013-S2,0.1657,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2014-S1,0.141,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2014-S2,0.16,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2015-S1,0.1538,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2015-S2,0.1711,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2016-S1,0.168,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2016-S2,0.1241,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2017-S1,0.1511,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2017-S2,0.1642,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2018-S1,0.1506,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2018-S2,0.1551,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2019-S1,0.1663,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2019-S2,0.1681,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2020-S1,0.1638,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2020-S2,0.1600,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2021-S1,0.1554,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2021-S2,0.1677,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2022-S1,0.1866,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2022-S2,0.2149,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2023-S1,0.2322,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2023-S2,0.2464,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2024-S1,0.2374,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2024-S2,0.2161,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,RS,2025-S1,0.2241,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2007-S1,0.0606,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2007-S2,0.0638,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2008-S1,0.0662,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2008-S2,0.0761,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2009-S1,0.0694,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2009-S2,0.0679,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2010-S1,0.0749,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2010-S2,0.0741,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2011-S1,0.0765,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2011-S2,0.0724,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2012-S1,0.0704,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2012-S2,0.066,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2013-S1,0.0648,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2013-S2,0.0647,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2014-S1,0.0614,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2014-S2,0.0599,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2015-S1,0.0565,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2015-S2,0.0544,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2016-S1,0.0551,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2016-S2,0.0611,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2017-S1,0.0564,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2017-S2,0.0597,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2018-S1,0.0586,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2018-S2,0.0646,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2019-S1,0.0689,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2019-S2,0.0637,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2020-S1,0.0593,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2020-S2,0.0630,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2021-S1,0.0655,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2021-S2,0.0921,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2022-S1,0.1047,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2022-S2,0.1466,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2023-S1,0.1032,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2023-S2,0.0848,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2024-S1,0.0922,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2024-S2,0.0850,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SE,2025-S1,0.0917,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2007-S2,0.1374,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2008-S1,0.1478,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2008-S2,0.1539,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2009-S1,0.1499,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2009-S2,0.1445,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2010-S1,0.1315,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2010-S2,0.1302,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2011-S1,0.1266,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2011-S2,0.1263,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2012-S1,0.1306,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2012-S2,0.1309,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2013-S1,0.1423,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2013-S2,0.1259,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2014-S1,0.1178,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2014-S2,0.1161,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2015-S1,0.1135,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2015-S2,0.1119,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2016-S1,0.1106,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2016-S2,0.1088,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2017-S1,0.0978,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2017-S2,0.0971,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2018-S1,0.1051,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2018-S2,0.1056,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2019-S1,0.1140,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2019-S2,0.1147,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2020-S1,0.1165,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2020-S2,0.1170,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2021-S1,0.1121,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2021-S2,0.1130,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2022-S1,0.1500,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2022-S2,0.2006,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2023-S1,0.2406,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2023-S2,0.2414,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2024-S1,0.2055,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2024-S2,0.2058,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SI,2025-S1,0.1692,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2007-S2,0.185,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2008-S1,0.2148,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2008-S2,0.2148,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2009-S1,0.2456,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2009-S2,0.2452,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2010-S1,0.2151,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2010-S2,0.2186,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2011-S1,0.2125,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2011-S2,0.2133,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2012-S1,0.2229,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2012-S2,0.2207,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2013-S1,0.2171,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2013-S2,0.2192,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2014-S1,0.2052,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2014-S2,0.2043,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2015-S1,0.2002,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2015-S2,0.2056,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2016-S1,0.1997,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2016-S2,0.1999,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2017-S1,0.1267,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2017-S2,0.1245,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2018-S1,0.1264,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2018-S2,0.1293,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2019-S1,0.1407,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2019-S2,0.1454,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2020-S1,0.1487,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2020-S2,0.1494,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2021-S1,0.1446,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2021-S2,0.1529,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2022-S1,0.2532,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2022-S2,0.2891,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2023-S1,0.3619,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2023-S2,0.3357,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2024-S1,0.2464,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2024-S2,0.2640,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,SK,2025-S1,0.2333,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2007-S2,0.1054,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2008-S1,0.1121,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2008-S2,0.1419,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2009-S1,0.1371,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2009-S2,0.143,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2010-S1,0.1485,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2010-S2,0.1486,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2011-S1,0.1391,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2011-S2,0.1454,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2012-S1,0.1506,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2012-S2,0.1605,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2013-S1,0.1519,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2013-S2,0.1528,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2014-S1,0.1432,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2014-S2,0.1455,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2015-S1,0.1532,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2015-S2,0.1573,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2016-S1,0.1484,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2016-S2,0.1513,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2017-S1,0.1279,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2017-S2,0.1309,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2018-S1,0.1231,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2018-S2,0.1655,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2019-S1,0.1648,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2019-S2,0.1891,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2020-S1,0.1784,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2020-S2,0.1863,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2021-S1,0.2037,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2021-S2,0.1993,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2022-S1,0.4887,,
ESTAT:NRG_PC_205(1.0),22/10/25 23:00:00,S,E7000,MWH20-499,KWH,X_TAX,PPS,TR,2022-S2,0.5068,,
